num_muts,count,sum,func_freq
0,1,1,1.0
1,47,56,0.8392857142857143
2,394,711,0.5541490857946554
3,1108,3733,0.2968122153763728
4,2244,12194,0.184024930293587
5,3281,28299,0.1159404925969115
6,3605,53143,0.06783583915097
7,2786,84820,0.0328460268804527
8,1522,114264,0.0133200308058531
9,611,124212,0.0049190094354812
10,353,101936,0.003462957149584
11,147,60418,0.0024330497533847
12,47,23835,0.0019718900776169
13,7,5648,0.0012393767705382
14,2,596,0.0033557046979865
